entry_id,entrytag_id,entrytag_name,entrytag_level,entrytag_path,approved,parent_entrytag_id
418,311,Melanesia,3,Religious Group[8]->Oceanic Religions[40]->Melanesia[311],True,40.0
419,8,Religious Group,1,Religious Group[8],True,
419,510,Indic Religious Traditions,2,Religious Group[8]->Indic Religious Traditions[510],True,8.0
419,566,Hinduism,3,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566],True,510.0
419,644,Vaiṣṇava Traditions,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Vaiṣṇava Traditions[644],True,566.0
419,646,Modern Hinduism,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Modern Hinduism[646],True,566.0
420,8,Religious Group,1,Religious Group[8],True,
420,510,Indic Religious Traditions,2,Religious Group[8]->Indic Religious Traditions[510],True,8.0
420,512,Bhakti traditions,3,Religious Group[8]->Indic Religious Traditions[510]->Bhakti traditions[512],True,510.0
420,566,Hinduism,3,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566],True,510.0
420,644,Vaiṣṇava Traditions,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Vaiṣṇava Traditions[644],True,566.0
422,8,Religious Group,1,Religious Group[8],True,
422,22,Greek Religions,2,Religious Group[8]->Greek Religions[22],True,8.0
422,741,Hellenistic Religions,2,Religious Group[8]->Hellenistic Religions[741],True,8.0
422,745,Greek Mystery Cults,3,Religious Group[8]->Greek Religions[22]->Greek Mystery Cults[745],True,22.0
423,8,Religious Group,1,Religious Group[8],True,
423,10,Anatolian Religions,2,Religious Group[8]->Anatolian Religions[10],True,8.0
423,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],True,8.0
423,22,Greek Religions,2,Religious Group[8]->Greek Religions[22],True,8.0
423,36,Mithraism,2,Religious Group[8]->Mithraism[36],True,8.0
423,42,Roman Religious Traditions,2,Religious Group[8]->Roman Religious Traditions[42],True,8.0
423,299,Roman State Religions,3,Religious Group[8]->Roman Religious Traditions[42]->Roman State Religions[299],True,42.0
423,506,Republican Religions,4,Religious Group[8]->Roman Religious Traditions[42]->Roman State Religions[299]->Republican Religions[506],True,299.0
423,730,Ancient Christianity in Rome,3,Religious Group[8]->Roman Religious Traditions[42]->Ancient Christianity in Rome[730],True,42.0
423,731,Diaspora Judaism in Rome,3,Religious Group[8]->Roman Religious Traditions[42]->Diaspora Judaism in Rome[731],True,42.0
423,733,Greek Religions in Rome,3,Religious Group[8]->Roman Religious Traditions[42]->Greek Religions in Rome[733],True,42.0
423,736,Roman Private Religions,3,Religious Group[8]->Roman Religious Traditions[42]->Roman Private Religions[736],True,42.0
423,740,Imperial Cult (emperor worship),4,Religious Group[8]->Roman Religious Traditions[42]->Roman State Religions[299]->Imperial Cult (emperor worship)[740],True,299.0
424,8,Religious Group,1,Religious Group[8],True,
424,34,Mesopotamian Religions,2,Religious Group[8]->Mesopotamian Religions[34],True,8.0
424,49,Zoroastrianism,2,Religious Group[8]->Zoroastrianism[49],True,8.0
430,8,Religious Group,1,Religious Group[8],True,
430,508,South American Religions,2,Religious Group[8]->South American Religions[508],True,8.0
432,8,Religious Group,1,Religious Group[8],True,
432,508,South American Religions,2,Religious Group[8]->South American Religions[508],True,8.0
435,8,Religious Group,1,Religious Group[8],True,
435,123,Chinese Religion,2,Religious Group[8]->Chinese Religion[123],True,8.0
436,8,Religious Group,1,Religious Group[8],True,
436,508,South American Religions,2,Religious Group[8]->South American Religions[508],True,8.0
437,8,Religious Group,1,Religious Group[8],True,
437,508,South American Religions,2,Religious Group[8]->South American Religions[508],True,8.0
438,8,Religious Group,1,Religious Group[8],True,
438,508,South American Religions,2,Religious Group[8]->South American Religions[508],True,8.0
439,8,Religious Group,1,Religious Group[8],True,
439,510,Indic Religious Traditions,2,Religious Group[8]->Indic Religious Traditions[510],True,8.0
439,513,Indic Buddhist Traditions,3,Religious Group[8]->Indic Religious Traditions[510]->Indic Buddhist Traditions[513],True,510.0
439,566,Hinduism,3,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566],True,510.0
439,690,Jain Traditions,3,Religious Group[8]->Indic Religious Traditions[510]->Jain Traditions[690],True,510.0
440,8,Religious Group,1,Religious Group[8],True,
440,25,Jain Traditions,2,Religious Group[8]->Jain Traditions[25],True,8.0
440,291,Digambara,3,Religious Group[8]->Jain Traditions[25]->Digambara[291],True,25.0
440,510,Indic Religious Traditions,2,Religious Group[8]->Indic Religious Traditions[510],True,8.0
440,690,Jain Traditions,3,Religious Group[8]->Indic Religious Traditions[510]->Jain Traditions[690],True,510.0
440,794,Jain Tantra,4,Religious Group[8]->Indic Religious Traditions[510]->Jain Traditions[690]->Jain Tantra[794],True,690.0
441,8,Religious Group,1,Religious Group[8],True,
441,14,Buddhist Traditions,2,Religious Group[8]->Buddhist Traditions[14],True,8.0
441,510,Indic Religious Traditions,2,Religious Group[8]->Indic Religious Traditions[510],True,8.0
441,566,Hinduism,3,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566],True,510.0
441,643,Hindu Śākta traditions,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Hindu Śākta traditions[643],True,566.0
441,645,Bhakti traditions,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Bhakti traditions[645],True,566.0
441,646,Modern Hinduism,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Modern Hinduism[646],True,566.0
441,661,Islamic Traditions,3,Religious Group[8]->Indic Religious Traditions[510]->Islamic Traditions[661],True,510.0
441,795,Nepali Buddhist Traditions,3,Religious Group[8]->Buddhist Traditions[14]->Nepali Buddhist Traditions[795],True,14.0
442,8,Religious Group,1,Religious Group[8],True,
442,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],True,8.0
442,742,Early Christianity,3,Religious Group[8]->Christian Traditions[18]->Early Christianity[742],True,18.0
443,8,Religious Group,1,Religious Group[8],True,
443,14,Buddhist Traditions,2,Religious Group[8]->Buddhist Traditions[14],True,8.0
444,8,Religious Group,1,Religious Group[8],True,
444,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],True,8.0
444,166,Methodist,3,Religious Group[8]->Christian Traditions[18]->Methodist[166],True,18.0
444,181,Reformed/Presbyterian/Congregational/United,3,Religious Group[8]->Christian Traditions[18]->Reformed/Presbyterian/Congregational/United[181],True,18.0
446,8,Religious Group,1,Religious Group[8],True,
446,508,South American Religions,2,Religious Group[8]->South American Religions[508],True,8.0
447,8,Religious Group,1,Religious Group[8],True,
447,508,South American Religions,2,Religious Group[8]->South American Religions[508],True,8.0
448,8,Religious Group,1,Religious Group[8],True,
448,508,South American Religions,2,Religious Group[8]->South American Religions[508],True,8.0
450,8,Religious Group,1,Religious Group[8],True,
450,508,South American Religions,2,Religious Group[8]->South American Religions[508],True,8.0
451,8,Religious Group,1,Religious Group[8],True,
451,508,South American Religions,2,Religious Group[8]->South American Religions[508],True,8.0
451,509,Inca Religion,3,Religious Group[8]->South American Religions[508]->Inca Religion[509],True,508.0
453,8,Religious Group,1,Religious Group[8],True,
453,14,Buddhist Traditions,2,Religious Group[8]->Buddhist Traditions[14],True,8.0
453,65,Chinese Buddhist Traditions,3,Religious Group[8]->Buddhist Traditions[14]->Chinese Buddhist Traditions[65],True,14.0
455,8,Religious Group,1,Religious Group[8],True,
455,14,Buddhist Traditions,2,Religious Group[8]->Buddhist Traditions[14],True,8.0
455,78,Indian Buddhist Traditions,3,Religious Group[8]->Buddhist Traditions[14]->Indian Buddhist Traditions[78],True,14.0
455,85,Sthaviravāda,4,Religious Group[8]->Buddhist Traditions[14]->Indian Buddhist Traditions[78]->Sthaviravāda[85],True,78.0
455,752,Sri Lankan Buddhist Groups,3,Religious Group[8]->Buddhist Traditions[14]->Sri Lankan Buddhist Groups[752],True,14.0
455,796,Mainland Southeast Asian Buddhist Traditions,4,Religious Group[8]->Buddhist Traditions[14]->Sri Lankan Buddhist Groups[752]->Mainland Southeast Asian Buddhist Traditions[796],True,752.0
456,8,Religious Group,1,Religious Group[8],True,
456,27,Jewish Traditions,2,Religious Group[8]->Jewish Traditions[27],True,8.0
457,8,Religious Group,1,Religious Group[8],True,
457,9,African Religions,2,Religious Group[8]->African Religions[9],True,8.0
457,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],True,8.0
457,180,Pentecostal,3,Religious Group[8]->Christian Traditions[18]->Pentecostal[180],True,18.0
458,8,Religious Group,1,Religious Group[8],True,
458,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],True,8.0
459,8,Religious Group,1,Religious Group[8],True,
459,40,Oceanic Religions,2,Religious Group[8]->Oceanic Religions[40],True,8.0
459,311,Melanesia,3,Religious Group[8]->Oceanic Religions[40]->Melanesia[311],True,40.0
459,798,Kastom,4,Religious Group[8]->Oceanic Religions[40]->Melanesia[311]->Kastom[798],True,311.0
460,8,Religious Group,1,Religious Group[8],True,
460,508,South American Religions,2,Religious Group[8]->South American Religions[508],True,8.0
461,8,Religious Group,1,Religious Group[8],True,
461,508,South American Religions,2,Religious Group[8]->South American Religions[508],True,8.0
462,8,Religious Group,1,Religious Group[8],True,
462,508,South American Religions,2,Religious Group[8]->South American Religions[508],True,8.0
463,8,Religious Group,1,Religious Group[8],True,
463,508,South American Religions,2,Religious Group[8]->South American Religions[508],True,8.0
464,8,Religious Group,1,Religious Group[8],True,
464,508,South American Religions,2,Religious Group[8]->South American Religions[508],True,8.0
465,8,Religious Group,1,Religious Group[8],True,
465,510,Indic Religious Traditions,2,Religious Group[8]->Indic Religious Traditions[510],True,8.0
465,566,Hinduism,3,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566],True,510.0
468,8,Religious Group,1,Religious Group[8],True,
468,9,African Religions,2,Religious Group[8]->African Religions[9],True,8.0
468,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],True,8.0
469,8,Religious Group,1,Religious Group[8],True,
469,28,Korean Religions,2,Religious Group[8]->Korean Religions[28],True,8.0
469,801,Korean New Religion,3,Religious Group[8]->Korean Religions[28]->Korean New Religion[801],True,28.0
470,8,Religious Group,1,Religious Group[8],True,
470,22,Greek Religions,2,Religious Group[8]->Greek Religions[22],True,8.0
470,744,Greek Polis Religions,3,Religious Group[8]->Greek Religions[22]->Greek Polis Religions[744],True,22.0
471,8,Religious Group,1,Religious Group[8],True,
471,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],True,8.0
472,8,Religious Group,1,Religious Group[8],True,
472,14,Buddhist Traditions,2,Religious Group[8]->Buddhist Traditions[14],True,8.0
472,116,Tibetan Buddhist Traditions,3,Religious Group[8]->Buddhist Traditions[14]->Tibetan Buddhist Traditions[116],True,14.0
472,120,Kagyü sect (bka’ brgyud),4,Religious Group[8]->Buddhist Traditions[14]->Tibetan Buddhist Traditions[116]->Kagyü sect (bka’ brgyud)[120],True,116.0
476,8,Religious Group,1,Religious Group[8],True,
476,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],True,8.0
476,806,Syncretic Religions,2,Religious Group[8]->Syncretic Religions[806],True,8.0
476,807,Vietnamese Religions,2,Religious Group[8]->Vietnamese Religions[807],True,8.0
476,808,Southeast Asian Religions,2,Religious Group[8]->Southeast Asian Religions[808],True,8.0
477,8,Religious Group,1,Religious Group[8],True,
477,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],True,8.0
478,8,Religious Group,1,Religious Group[8],True,
478,14,Buddhist Traditions,2,Religious Group[8]->Buddhist Traditions[14],True,8.0
478,78,Indian Buddhist Traditions,3,Religious Group[8]->Buddhist Traditions[14]->Indian Buddhist Traditions[78],True,14.0
479,8,Religious Group,1,Religious Group[8],True,
479,34,Mesopotamian Religions,2,Religious Group[8]->Mesopotamian Religions[34],True,8.0
481,8,Religious Group,1,Religious Group[8],True,
481,38,Native American (North American) Religions,2,Religious Group[8]->Native American (North American) Religions[38],True,8.0
482,8,Religious Group,1,Religious Group[8],True,
482,33,Mesoamerican Religions,2,Religious Group[8]->Mesoamerican Religions[33],True,8.0
483,8,Religious Group,1,Religious Group[8],True,
483,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],True,8.0
483,153,Catholic,3,Religious Group[8]->Christian Traditions[18]->Catholic[153],True,18.0
483,156,'Roman' Catholic,4,Religious Group[8]->Christian Traditions[18]->Catholic[153]->'Roman' Catholic[156],True,153.0
484,8,Religious Group,1,Religious Group[8],True,
484,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],True,8.0
484,146,Anglican,3,Religious Group[8]->Christian Traditions[18]->Anglican[146],True,18.0
484,149,Baptist,3,Religious Group[8]->Christian Traditions[18]->Baptist[149],True,18.0
484,150,Brethren,3,Religious Group[8]->Christian Traditions[18]->Brethren[150],True,18.0
484,158,Friends (Quakers),3,Religious Group[8]->Christian Traditions[18]->Friends (Quakers)[158],True,18.0
484,166,Methodist,3,Religious Group[8]->Christian Traditions[18]->Methodist[166],True,18.0
484,181,Reformed/Presbyterian/Congregational/United,3,Religious Group[8]->Christian Traditions[18]->Reformed/Presbyterian/Congregational/United[181],True,18.0
484,784,Evangelical (charismatic),3,Religious Group[8]->Christian Traditions[18]->Evangelical (charismatic)[784],True,18.0
485,8,Religious Group,1,Religious Group[8],True,
485,765,Circumpolar Religions,2,Religious Group[8]->Circumpolar Religions[765],True,8.0
485,767,Sámi religion,3,Religious Group[8]->Circumpolar Religions[765]->Sámi religion[767],True,765.0
486,8,Religious Group,1,Religious Group[8],True,
486,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],True,8.0
486,160,Latter Day Saints (Mormons),3,Religious Group[8]->Christian Traditions[18]->Latter Day Saints (Mormons)[160],True,18.0
486,161,(The) Church of Jesus Christ of Latter-day Saints,4,Religious Group[8]->Christian Traditions[18]->Latter Day Saints (Mormons)[160]->(The) Church of Jesus Christ of Latter-day Saints[161],True,160.0
487,8,Religious Group,1,Religious Group[8],True,
487,33,Mesoamerican Religions,2,Religious Group[8]->Mesoamerican Religions[33],True,8.0
488,8,Religious Group,1,Religious Group[8],True,
488,508,South American Religions,2,Religious Group[8]->South American Religions[508],True,8.0
489,8,Religious Group,1,Religious Group[8],True,
489,811,(Afro-)Caribbean religions,2,Religious Group[8]->(Afro-)Caribbean religions[811],True,8.0
490,8,Religious Group,1,Religious Group[8],True,
490,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],True,8.0
490,786,New Religious Movement,2,Religious Group[8]->New Religious Movement[786],True,8.0
490,812,Medieval Christianity,3,Religious Group[8]->Christian Traditions[18]->Medieval Christianity[812],True,18.0
490,813,Apocalyptic Movements,3,Religious Group[8]->New Religious Movement[786]->Apocalyptic Movements[813],True,786.0
491,8,Religious Group,1,Religious Group[8],True,
491,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],True,8.0
491,146,Anglican,3,Religious Group[8]->Christian Traditions[18]->Anglican[146],True,18.0
492,8,Religious Group,1,Religious Group[8],True,
492,22,Greek Religions,2,Religious Group[8]->Greek Religions[22],True,8.0
492,42,Roman Religious Traditions,2,Religious Group[8]->Roman Religious Traditions[42],True,8.0
492,299,Roman State Religions,3,Religious Group[8]->Roman Religious Traditions[42]->Roman State Religions[299],True,42.0
492,733,Greek Religions in Rome,3,Religious Group[8]->Roman Religious Traditions[42]->Greek Religions in Rome[733],True,42.0
492,741,Hellenistic Religions,2,Religious Group[8]->Hellenistic Religions[741],True,8.0
492,751,Italic Religions,2,Religious Group[8]->Italic Religions[751],True,8.0
493,8,Religious Group,1,Religious Group[8],True,
